city,classe_energie,description,ges,last_updated,posted_on,price,price_surface,rooms,siret_agence,surface,time_online,title,type,url,zipcode
Corenc,D,"Maison à vendre à CORENC - Immosquare Meylan vous propose en exclusivité à CORENC : dans le très recherché quartier Bonnet Eymard, cette maison de 1967 parfaitement entretenue. Elle comprend une cuisine équipée Arthur Bonnet, un séjour lumineux de 33 m² donnant sur la terrasse, 4 chambres, 2 salles de bains, 1 grand dressing et une grande pièce de 39 m², pouvant être aménagée en 2 chambres supplémentaires. Vous serez séduits par l'environnement calme, à proximité immédiate de toutes les commodités (commerces, bus, écoles), et la vue magnifique sur Belledonne et Vercors. Cette grande maison permet aussi d'envisager l'aménagement  d'un appartement indépendant. Une piscine DESJOYAUX 5x10 complète ce bien. Contact Jérôme ALLEMAND 06.14.11.71.82. Honoraires à la charge du vendeur.,Référence annonce : TMAI99761,Les honoraires sont à la charge du vendeur",D,1563917876.240207,1563781440.0,735000,3075.313807531381,7,48868548800048,239,1.5791231505434822,Villa 7 pièces 239 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1565970266.htm/,38700
Corenc,E,"Belle maison de 164 m2 entièrement rénovée + 80m2 de garage et atelier,A Corenc le bas, limite Meylan, à quelques minutes de Grenoble, charmante maison des années 50, sur 300 m2 de terrain, entièrement rénovée avec goût et qualité, proche à pieds des écoles, des transports en commun, et commerces.,Elle est composée d'un vaste espace de vie, séjour, salle à manger et cuisine entièrement équipée, de quatre belles chambres, d'un bureau, d'une salle de bain avec baignoire et douche, d'une salle de douche, de 2 WC séparés, et d'une buanderie.,Elle dispose d'un double garage de 50m2, et d'un atelier de 30 m2.,Belles prestations : Douche balnéo, SAUNA, plan de travail CORIAN, son wifi dans les salles de bain, parquet massif, climatisation réversible, volets roulants électriques centralisés, double vitrage, isolation par l'extérieur, portes garages électriques, portail électrique.Le bien comprend 2 lots, et il est situé dans une copropriété de 6 lots (les charges courantes annuelles moyennes de copropriété sont de 470€). Contactez votre conseiller SAFTI : Nathalie BOZZI, Tél. : 06 85 45 81 59, E-mail : nathalie.bozzi@safti.fr - Agent commercial immatriculé au RSAC de GRENOBLE sous le numéro 483 525 507,Référence annonce : 370878,Les honoraires sont à la charge du vendeur",C,1563917877.260548,1563787500.0,565000,3445.121951219512,6,52396432800026,164,1.5089960711587358,Maison 6 pièces 164 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1637397818.htm/,38700
Corenc,B,"Villa contemporaine à vendre CORENC - Immosquare Meylan vous propose à CORENC cette superbe villa contemporaine de 2006. Implantée en position dominante sur un terrain de 1.500 m² elle offre une vue panoramique sur Grenoble et Belledonne. Un grand espace de vie de 97 m², comprenant une cuisine équipée et un vaste salon séjour baigné de lumière, donne sur la terrasse et le jardin paysagé avec sa piscine chauffée et son jacuzzi. Un magnifique escalier dessert au 1er étage 3 chambres et un bureau, dont la superbe suite parentale de 41 m², avec dressing, salle de bain, donnant sur une terrasse de 30 m². Au deuxième étage, une grande pièce de 56 m², actuellement aménagée en home cinéma, offre une vue à 360 degrés.,Un garage pouvant accueillir 3 voitures et un sauna, avec une salle de bain, complétent ce bien d'exception.,Contact Jérôme ALLEMAND 06.14.11.71.82. Honoraires à la charge du vendeur.,Référence annonce : TMAI32328,Les honoraires sont à la charge du vendeur",C,1563917878.51141,1563787920.0,1150000,4474.708171206225,7,48868548800048,257,1.504149437615717,Villa 7 pièces 257 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1649731783.htm/,38700
Seyssinet-Pariset,C,"EXCLUSIVITE SEYSSINET MAISON,EXCLUSIVITE SEYSSINET QUARTIER CALME ET RECHERCHE,HIDRI IMMO PLUS vous propose à la vente cette maison en pierres apparentes de 280m2 environ, 8 pièces, séjour avec cheminée, cuisine équipée, 6 chambres dont une suite parentale, cave, cellier, véranda..... entièrement restaurée aux normes actuelles avec de belles prestations sur un terrain de 1350 m² plat et arboré. A VOIR ABSOLUMENT.,Référence annonce : 2264,Les honoraires sont à la charge du vendeur",D,1563917884.429629,1559554140.0,730000,2607.1428571428573,8,48453785700027,280,50.50630126885518,Maison 8 pièces 280 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1608259592.htm/,38170
Seyssinet-Pariset,,"Terrain à bâtir en construction libre,A vendre ce terrain à bâtir de 837 m², situé à proximité de toutes les commodités et à  5 minutes du centre ville de Grenoble. Libre choix du constructeur, viabilité en bordure, avec vue sur la chaîne de Belledonne.,Référence annonce : 3295-4068404,Non soumis au DPE,Les honoraires sont à la charge du vendeur",,1563917885.602947,1561342380.0,295000,352.44922341696537,,53932769200015,837,29.80909262670135,Terrain 837 m² Seyssinet Pariset,Terrain,https://www.leboncoin.fr/ventes_immobilieres/1608458591.htm/,38170
Seyssinet-Pariset,,"Terrain en pente constructible de 1090m2 sur les hauteurs de Seyssinet , possibilité de faire 2 parcelles de 500m2 , vue panoramique sur tout Grenoble, non visible de la route , emplacement exceptionnel.",,1563917887.067147,1563361260.0,350000,,,,,6.442442906794173,Terrain constructible 1090m2 a Seyssinet-Pariset,Terrain,https://www.leboncoin.fr/ventes_immobilieres/1647141354.htm/,38170
Seyssinet-Pariset,,"TERRAIN DE NEUF HECTARES A QUINZE MINUTES DU CENTRE VILLE DE GRENOBLE,INVESTISSEMENT FONCIER,Investisseur/Placement, Placement foncier,Situation géographique,La propriété est située à 15 minutes du centre de Grenoble, notre terrain domine la ville de Grenoble, au pied du hameau de Pariset,Contactez-nous : GP IMMOBILIER GROUPE G.P.Y.P 09 88 77 21 49 (standard choix N°1),Descriptif du foncier,Terrains de 90 495 m² en nature de pré avec des petits massifs forestiers.,L'altitude est de 750 m à 900 m,EQUIPEMENTS : Propriété alimentée par les réseaux en eau, tout à l'égout en dessous sur la route, également au pied du terrain « Orange fibre »,Depuis notre terrain, s'ouvre un vaste panorama sur les vallées du Drac et de l'Isère et sur toute l'agglomération grenobloise. Par temps clair, la vue s'étend même jusqu'au Mont-Blanc.,Cette propriété présente un environnement exceptionnel sentiers - bois de frênes, chênes, randonnées, aucun vis-à-vis - intimité totale.,Projet pour propriété privée - agrotourisme - cultures - maraîchage - élevage, viticulture, activités équestres, forêt de loisirs, productions végétales, tourisme rural-hébergement,Le site environnant répertoriée comme l'une des 7 merveilles du Dauphiné,,UN MASSIF DES ALPES EN VERCORS,Le Vercors, classé Parc Naturel Régional depuis 1970, abrite la plus grande réserve naturelle de France.,Terre de contraste et de diversité, le Vercors est un territoire d'exception, une nature qui force le respect.,Sous ses airs sauvages et inaccessibles, ce massif des Alpes offre une richesse exceptionnelle tant par son relief que par la diversité de sa faune et de sa flore. Des plateaux aux vastes forêts en passant par ses falaises et gorges spectaculaires, le massif du Vercors est un savant mélange de ce que la nature a de plus beau à offrir.,Le Vercors se vit, par-delà la beauté de ses paysages : ici, les gens sont à l'image de la nature... généreux. Offrant à l'origine les bienfaits de son altitude et de son climat, les stations du Vercors ont conservé cette tradition d'accueil.,Le Vercors, un véritable bol d'air et d'oxygène, un paradis !,Eléments complémentaires,L'ensemble de la propriété est libre d'occupation,Référence annonce : 2678842,Non soumis au DPE,Les honoraires sont à la charge du vendeur",,1563917888.612341,1563795120.0,624750,6.907131011608624,,,90450,1.420933013205175,Terrain 90 450 m² Seyssinet Pariset,Terrain,https://www.leboncoin.fr/ventes_immobilieres/1649724191.htm/,38170
Seyssinet-Pariset,E,"SEYSSINET SECTEUR CALME,SEYSSINET secteur calme et recherche HIDRI IMMOPLUS PLUS vous propose à la vente une maison individuelle sur 448m² de terrain se composant en rez-de-chaussée d'une cuisine indépendante entièrement équipée d'une pièce de vie de 37m2, une salle à manger, une véranda, 1 chambre avec balcon, 1 salle de douche/wc. Au 1er étage 3 chambres dont 2 avec mezzanine et dressing, salle de bains, wc, douche indépendant. Combles aménagés au 2eme étage. Au sous sol cave salle de jeux buanderie et garage. Maison entièrement climatisée, très belles prestations. Coup de coeur assuré !,Référence annonce : 2257,Les honoraires sont à la charge du vendeur",E,1563917891.070542,1560245040.0,414000,2653.846153846154,6,48453785700027,156,42.509850353496496,Maison 6 pièces 156 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1597282521.htm/,38170
Seyssinet-Pariset,C,"Vente Maison/villa 5 pièces,IAD France - Colette BONNEMAISON (06 65 22 75 67) vous propose : RARE SUR SEYSSINET, SECTEUR GENDARMERIE, PROCHE TOUTES COMMODITÉS :SUPERBE VILLA INDIVIDUELLE DE 2004,4 CHAMBRES, SÉJOUR CATHÉDRALE, TERRASSE, GARAGE DOUBLE, JOLI DE JARDIN 532M² environ .Cette villa au cœur de Seyssinet, proches des axes principaux, des transports et des écoles vous ravira par ses  beaux volumes. Son séjour avec plafond cathédrale qui donne sur une belle terrasse .Sa cuisine récente est aménagée et équipée et communique aussi avec la terrasse.Le coin nuit en demi niveau, accueille 4 belles chambres    avec placards aménagés, ainsi qu' une grande salle de bain avec baignoire.Au sous sol, un vaste garage de 43M² environ et une buanderie complètent  bien.Cette villa bénéficie d'un joli jardin clos.,Honoraires d'agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE C indice 147 et GES D indice 34. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Colette BONNEMAISON (ID 10888), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de Grenoble sous le numéro 802 222 794.,Référence annonce : 632358",D,1563917891.314575,1560840840.0,445000,4158.878504672897,5,80222279400017,107,35.61401984461756,Maison 5 pièces 107 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1633913287.htm/,38170
Seyssinet-Pariset,D,"Maison d’architecte dans parc arboré à Seyssinet près de Grenoble,Belle maison d’architecte, indépendante mais située dans une copropriété close, entourée de beaux arbres. Situé dans un parc privé, elle bénéficie d'un calme absolu à 15 mn du centre de Grenoble en tram ou voiture. ,La ligne C du Tag, arrêt Fauconnière, dessert la porte même de la copropriété. ,Un parking public de 250 places, jamais plein, offre des possibilités de stationnement gratuit. La maison bénéficie par ailleurs d’un parking privé.,La maison, 250 m2, est utilisée actuellement en tant que cabinet d’architecte et héberge plusieurs startups, elle est classé en ERP 5  mais pourrait être utilisée en usage mixte ou habitation privée sans transformation intérieure importante et moyennant un changement administratif.,Pour visiter, merci de nous contacter au 06 24 93 93 56 ,6 Rue Georges Maeder, 38170 Seyssinet-Pariset",D,1563917892.166123,1560868860.0,350000,1400.0,12,,250,35.289724144941125,Maison d'architecte Seyssinet,Maison,https://www.leboncoin.fr/ventes_immobilieres/1633571387.htm/,38170
Seyssinet-Pariset,E,"BELLE MAISON A VENDRE A SEYSSINET PARISET,Sur la commune de Seyssinet-Pariset, nous vous proposons cette jolie maison traditionnelle de 156m2 sur 448m2 de terrain.,Cette maison vous offre au 1er étage une grande pièce de vie avec sa véranda de 22m2, une belle cuisine équipée, une chambre ainsi qu'une salle d'eau avec un WC.,Au deuxième étage vous trouverez 3 grandes chambres de 17m2 dont deux avec mezzanine et une chambre parentale. Il y a également une belle salle de bain ainsi qu'une salle d'eau et un WC. Cet étage vous donne accès au comble qui sont aménagés d'un coin bureau et une chambre d'amis.,La maison dispose d'un grand sous sol , avec une salle de jeux, et une buanderie fonctionnelle.,Référence annonce : 2087-4127861,Les honoraires sont à la charge du vendeur",E,1563917893.524469,1561035120.0,414000,2653.846153846154,5,53306135400015,156,33.36543431098262,Maison de ville 5 pièces 156 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1635329825.htm/,38170
Seyssinet-Pariset,D,"Superbe bâtisse de charme, 220 m² + dépendances, boxes à chevaux... sur 7800 m² de terrain,RARE sur le hauteurs de SEYSSINET, ancienne ferme entièrement rénovée avec goût, surface habitable de 220 m² + grange attenante de 80 m² au sol. Terrain 7800 m², 2 boxes à chevaux, poulailler... La maison se compose d'une cuisine de 26 m², salle à manger, salon, buanderie et WC. A l'étage, chambre parentale avec salle d'eau, 2 chambres, salle de bain, WC, dressing, et 1 chambre sous combles. Rénovation récente de qualité. Chauffage poêle à granule + climatisation réversible. Pour amoureux de la nature, à 15  minutes seulement de la ville!,Référence annonce : 4309-3743462,Les honoraires sont à la charge du vendeur",A,1563917894.856768,1561713720.0,650000,2954.5454545454545,8,82048228900015,220,25.511283064443205,Propriété 8 pièces 220 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1619551552.htm/,38170
Seyssinet-Pariset,,"Maison de type 5 Pièces,SEYSSINET,Sur les hauteurs de seyssinet Hidri-immoplus vous propose à la vente cette maison de construction traditionnelle au calme avec un grand terrain de plus de 2 000 m²  entouré de verdure. Elle se compose d'un séjour salle à manger, cuisine, 3 chambre, sdb, wc. Au sous-sol un studio, douche, wc. grand garage, cave. Beaucoup de potentiel, a visiter sans tarder,Référence annonce : 2203,Les honoraires sont à la charge du vendeur",,1563917896.134396,1561716180.0,420000,4200.0,5,48453785700027,100,25.482825629584216,Maison 5 pièces 100 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1513039821.htm/,38170
Seyssinet-Pariset,,"Seyssinet, proche mairie, villa des années 50 entièrement rénovée comprenant au rez de jardin : un séjour de 30 m2 avec cheminée, cuisine, buanderie, WC, terrasse avec véranda. Au 1er niveau : 3 chambres, salle d'eau, bureau et mezzanine. Nombreux rangements. ,De plus une surface de 40 m2 est aménagée en suite parentale avec WC, salle de bain.,Terrain 330 m2 clos et arboré. Pas de travaux à prévoir.",,1563917897.377567,1561902780.0,400000,3076.923076923077,5,,130,23.323117795914964,Maison Seyssinet,Maison,https://www.leboncoin.fr/ventes_immobilieres/1639496231.htm/,38170
Seyssinet-Pariset,E,"SEYSSINET PARISET - Grande maison moderne et lumineuse,Au coeur de Seyssinet, au calme, je vous invite à découvrir ce bien d'exception, une maison T6, un havre de paix, à proximité de toutes les commodités : écoles, commerces, autoroute ...,Cette villa se compose d'un vaste séjour salon lumineux, une salle de jeux avec balcon, une salle de bain, une cuisine équipée et aménagée ainsi que d'une véranda de 20 m².,Au 2ème étages vous trouverez trois grandes chambres dont deux avec mezzanines, une salle d'eau-salle de bain.,Les combles ont été aménagés.,Les volets roulants électriques, un Water Closet par étage de même qu'une climatisation viennent ajouter de la valeur à l'ensemble.,Les volumes des pièces du rez-de-jardin sont tout aussi appréciable.,Des matériaux de goût et de qualités, viennent agrémenter la douceur de cette maison de ville.,Ce coup de coeur, rempli de sérénité, attend sa nouvelle famille pour un nouveau projet de vie ..., Les honoraires sont à la charge du vendeur. Réseau Immobilier CAPIFRANCE - Votre agent commercial Sandjé DAFFOT 06 58 98 63 65 - Plus d'informations sur le site de CAPIFRANCE (réf.610666),Référence annonce : 340933460897,Les honoraires sont à la charge du vendeur",E,1563917898.700326,1561986120.0,415000,2660.25641025641,6,83276898000019,156,22.358549772291273,Maison 6 pièces 156 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1593580456.htm/,38170
Seyssinet-Pariset,D,"SEYSSINET, BELLE MAISON DE 215 M2 SUR TERRAIN DE 1530 M2,SEYSSINET, A VISITER TRES VITE !!!! BELLE MAISON DE 215 M2 SUR TERRAIN DE 1530 M2. IDEAL FAMILLE NOMBREUSE, ARTISANS.., RDC, Grand 2 pièces comprenant 1 chambre, 1 grande pièce de vie, 1 cuisine, 1 SDE et 1 WC; 1 grande chaufferie buanderie pouvant également accueillir 1 voiture, 1 grand garage atelier avec fosse et 1 serre. Au premier niveau, 1 grand séjour semi ouvert sur cuisine, 3 chambres dont 1 suite parentale avec SDB, 2 WC, 1 SDE. Au 2 ème, un T1 BIS avec 2 chambres et 1 pièce de vie, 1 SDE et 1 WC., Clim, double vitrage, chauffage gaz, toiture en excellent état, volets roulants électriques, store électrique, tout à l'égout, potager, 2 serres, grande terrasse abritée, four à pain, barbecue, maisonnette pour enfant en bois, terrain piscinable...  Possible revenus locatifs avec les 2 appartements. Proche tram, bus, commerce., Marie-Eve VIALTISSOT 06 50 82 37 34 EXCELLIA IMMOBILIER, Taxe foncière 3817 EUR  - Agent immobilier indépendant inscrit sous le numéro 808778278 -  - Annonce rédigée et publiée par un Agent Mandataire -,Référence annonce : 9_181,Les honoraires sont à la charge du vendeur",,1563917899.916335,1562400420.0,764000,3553.4883720930234,9,83860781000010,215,17.563424957582246,Maison 9 pièces 215 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1642080455.htm/,38170
Seyssinet-Pariset,E,"Seyssinet Maison 156m2 sur terrain 448m2,Decouvrez cette maison cossue d'env 156m2 habitable sur 448m2 de terrain, entièrement rénovée aux prestations contemporaines., Elle est composée :, d'un grand sous sol , avec buanderie, garage, salle de jeux,cave : cette partie peut être amenagée en appartement., Au 1er étage : Lumineuse pièce de vie de 37m2, cuisine équipée avec electromenager, chambre, salle d'eau avec wc, agréable espace loggia fermée de 27m2, ., au 2eme étage : 3 grandes chambres de 17m2 climatisées dont 2 avec mezzanine, 1 grande chambre parentale,avec salle d'eau avec WC, et salle de bain avec baignoire., au Comble : 1 chambre, L ensemble de la maison est équioée de double vitrage, volet roulants electriques ect ...., Ideal famille pour cette maison de ville à deux pas du tram et de toutes commoditées. Visite 360º du bien disponible sur notre site : visioimmoofr,Référence annonce : VVMA10000041,Les honoraires sont à la charge du vendeur",E,1563917900.931183,1562483040.0,409900,2627.5641025641025,6,84424640500014,156,16.6071867035081,Maison 6 pièces 156 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1591603973.htm/,38170
Seyssinet-Pariset,,"SEYSSINET   Espaceimmo38 vous propose une Magnifique maison  récente ( RT 2012 ) de 104m² sur 330m² de terrain,  composée d'un grand espace de vie lumineux de 53m² avec cuisine équipée  , ouvert sur une belle terrasse exposée sud/est. Attenante à la cuisine, une grande buanderie aménagée donnant accès au garage . A l'étage 3 belles chambres , dont la chambre parentale  avec placard et une terrasse de 9m². Salle de bain avec baignoire, douche à l'italienne et double vasque.  Chauffage au sol par pompe à chaleur air/eau , double vitrage, volets roulants. Visiophone .  Construction de 2016  Prestations de qualité  Prix 458 000€    Contact : Mme Esmeralda DE SOUSA au 06.99.83.26.97 ou mail : espaceimmo.desousa@gmail.com  Le prix de vente est exprimé frais qui sont à la charge du vendeur. La présente annonce immobilière a été rédigée par Mme DE SOUSA Esmeralda , immatriculée au RCS de Grenoble sous le n° 390241131   -,Référence annonce : DE_1991,Les honoraires sont à la charge du vendeur",,1563917902.105593,1562664480.0,458000,4403.846153846154,4,52177380400054,104,14.507200296214885,Maison 4 pièces 104 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1643679905.htm/,38170
Seyssinet-Pariset,E,"Rare! Maison de  ville en excellent état , 4 chambres +bureau , dépendances,garage,terrain+terrasse,SEYSSINET MAIRIE - Rare! Maison de ville individuelle sur une cour de 448 m² en excellent état, belle pièce de vie de 37 m², belle hauteur de plafond, parquet en chêne, triple exposition Sud, Est et Ouest, donnant sur une belle terrasse de 20 m² fermée et aménagée avec climatisation. La cuisine indépendante est entièrement  équipée. Nous avons une chambre au rez-de-chaussée avec douche et WC indépendant. A l'étage 3 grandes chambres d'environ 16 m² aménagées avec des mezzanines et un bureau d'environ 8 m²+,une salle de bains, une salle de douche et un WC indépendant. Au sous sol, buanderie, cave, salle de jeux d'environ 22 m² et un grand garage d'environ 21 m².,La maison est climatisée. Chauffage individuel gaz.,Référence annonce : 3320-4044012,Les honoraires sont à la charge du vendeur",E,1563917903.480214,1563263340.0,415000,2660.25641025641,6,53932769200015,156,7.575966206181932,Maison de ville 6 pièces 156 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1590626817.htm/,38170
Seyssinet-Pariset,D,"Maison 5p+c à SEYSSINET-PARISET,Au village, maison 5p+c d'environ 119m² avec 4 chambres, vue dégagée, chauffage gaz, grand garage et dépendances sur agréable parc arboré de 2100m² env. A proximité des transports et des écoles. dont 5.00 % honoraires TTC à la charge de l'acquéreur.,Référence annonce : 3509,Le prix indiqué comprend les honoraires à la charge de l'acheteur : 5,00% TTC du prix du bien hors honoraires,Prix hors honoraires : 400 000 €",E,1563917904.775548,1563325320.0,420000,3529.4117647058824,5,33486555700055,119,6.858620087360895,Maison 5 pièces 119 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1564553382.htm/,38170
Seyssinet-Pariset,,"Maison de type 4 Pièces,Seyssinet,Dans un secteur recherché, Hidri Immo Plus vous propose cette maison a fort potentiel, proche du tram, des écoles et des commerces.,Elle se compose au rdc d'une entrée, d'un garage et dépendances d'environ 60 m². A l'étage, séjour, cuisine, 3 chambres avec rangements, sdb, wc séparé. chauff indiv gaz. Terrain d'environ 700 m². A visiter rapidement,Référence annonce : 2153,Les honoraires sont à la charge du vendeur",,1563917906.164125,1563340080.0,357000,5492.307692307692,4,48453785700027,65,6.687802825520436,Maison 4 pièces 65 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1451624504.htm/,38170
Seyssinet-Pariset,A,"Maison à vendre SEYSSINET PARISET - Immosquare Meylan vous propose en exclusivité cette maison de 2015 à SEYSSINET PARISET. Contemporaine, parfaitement isolée (DPE A), elle offre de plain-pied un espace de vie lumineux, 2 grandes chambres, avec chacune leur dressing et leur salle de bain, le tout donnant sur la terrasse et le jardin clos et arboré autour de sa petite piscine qui vous rafraîchira l'été. Vous séduits par cette maison moderne, agréable à vivre à 2 pas du Tram C et des commerces.,Contact Jérôme ALLEMAND 06.14.11.71.82. Honoraires à la charge du vendeur.,Référence annonce : TMAI99804,Les honoraires sont à la charge du vendeur",A,1563917907.046298,1563781440.0,420000,4827.586206896552,3,48868548800048,87,1.579479702523461,Maison 3 pièces 87 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1642019479.htm/,38170
Seyssinet-Pariset,D,"proche village, maison de construction traditionnelle d'environ 120m² habitables avec 4 chambres, séjour double donnant sur terrasse, vue dégagée, grand garage, buanderie, cave, agréable terrain arboré de 2125m². Travaux de rénovation à prévoir. Proche des transports et des écoles.,Référence annonce : 23724446,Les honoraires sont à la charge du vendeur",E,1563917908.405082,1563893460.0,420000,3500.0,6,40157052800026,120,0.282967651411891,Maison 6 pièces 120 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1579041138.htm/,38170
Seyssins,E,"Maison en pierre 6p+c à SEYSSINS,Dans le centre, à 2 pas du tram et des écoles, maison en pierre 6p+c 150m². Vaste séjour avec cheminée, 4 chambres, bureau, 2 salles de bains, pièce aménagée, cave voûtée, garage, pièce annexe, four à pain. Terrain 450m².   EXCLUSIVITÉ,Référence annonce : 2499,Les honoraires sont à la charge du vendeur",B,1563917912.072507,1559825340.0,399000,2625.0,6,33486555700055,152,47.36773232068177,Maison 6 pièces 152 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1627984131.htm/,38180
Seyssins,,"Terrains viabilisé Seyssins de 558m² à 833m² libres de toute construction.,Emplacement exceptionnel à coté de la Mairie.,Terrains plats (10%de pente Maxi)  au calme avec vue 4 massifs (Vercors, Belledonne, Trièves, Charteuse).,Viabilisation haute qualité - environnement pavillonnaire.,entre 430€/m² et 530€/m² selon surface",,1563917913.297684,1560330720.0,300000,428.57142857142856,,,700,41.51844094541614,Terrain viabilisé Seyssins,Terrain,https://www.leboncoin.fr/ventes_immobilieres/1630992387.htm/,38180
Seyssins,,"TERRAIN 602 M2 SEYSSINS,RARE ! Beau terrain d'une superficie de 602 m2. Situé hameau du haut de Seyssins, ce terrain est viabilisé en bordure. Vous aurez la possibilité d'obtenir une proposition pour un projet de construction sur mesure selon des plans personnalisés, ainsi qu'un chiffrage clé en mains par notre partenaire constructeur. CONTACT - Messori Laura - 07 89 68 01 01 - l.messori@facilis.immo. Les honoraires sont à la charge du vendeur.  *** - Annonce rédigée et publiée par un Agent Mandataire -,Référence annonce : 225_10479,Non soumis au DPE,Les honoraires sont à la charge du vendeur",,1563917914.420829,1563470520.0,199000,330.56478405315613,,80873176400011,602,5.178176167002983,Terrain 602 m² Seyssins,Terrain,https://www.leboncoin.fr/ventes_immobilieres/1178283114.htm/,38180
Seyssins,C,"Idéale grande famille, maison spacieuse avec grand terrain sur Seyssins plaine, à 300m des commerces, écoles, bus, tram, et accès rapide à l’autoroute.,Maison bien entretenue (isolation par l’extérieur et double vitrage, parquet, carrelage, chauffage central) de 220m2 sur un terrain clos et paysagé de 894 m2,  bénéficiant d'une vue splendide et dégagée sur la chaîne de Belledonne et du Vercors.,Habitation sur trois niveaux comprenant :,En RDC un studio donnant sur le jardin avec coin cuisine et salle de bains avec WC, buanderie et garage.,Au 1er, 1 chambre, salle de bain et WC ainsi que salon, salle à manger, grande cuisine donnant sur terrasse exposée sud ouest.,Au 2eme, 4 chambres avec dressing  dont  une avec cheminée, salle de bain et WC, ,+ Jardin, potager, piscine,+ Place de parking pour 5 voitures,+ Abris de jardin,+ Barbecue,+Terrain de boule,Energie : chauffage au gaz,Performance énergétique : C ( 91 à 150 ),AGENCE S’ABSTENIR,Tel : 06 89 10 02 93",B,1563917915.235939,1559856780.0,635000,2886.3636363636365,8,,220,47.00388004559058,Grande maison a seyssins 220 m² 8 pieces pre de grenoble,Maison,https://www.leboncoin.fr/ventes_immobilieres/1628174186.htm/,38180
Seyssins,C,"Maison 8p+c à avec studio indépendant à SEYSSINS,Secteur résidentiel, villa individuelle 8p+c refaite à neuf par architecte, habitation principale 4p+c avec grand espace de vie de 41m² env, studio indépendant et 2p+c indépendant, cuisine d'été et cave, chauffage au gaz. Triple exposition E/S/O. Terrain clos et arboré de 390m² env. Proche de toutes les commodités et du tram.,Référence annonce : 1956,Les honoraires sont à la charge du vendeur",D,1563917916.574242,1559975280.0,467000,3265.7342657342656,8,33486555700055,143,45.632367757431886,Villa 8 pièces 143 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1497432569.htm/,38180
Seyssins,E,"SEYSSINS VILLAGE MAISON ANCIENNE,BELLE MAISON ANCIENNE DE 130M2 HB POSSIBILITE 2 LOGEMENTS AVEC PETITE DEPENDANCE INDEPENDANTE40M2; TERRAIN PLAT 544 M2. VUE IMPRENABLE SUR BELLEDONNE. PROCHE DE TOUTES LES COMMODITES.,Référence annonce : 1020427,Prix hors honoraires : 380 000 €",E,1563917917.915788,1560573240.0,380000,2923.076923076923,7,39258174000025,130,38.71154995124925,Maison 7 pièces 130 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1401259704.htm/,38180
Seyssins,D,"MAISON,SEYSSINS, Maison individuelle édifiée en 1920, actuellement séjour cuisine de plain pied et 2 chambres. A l'étage, 2 dépendances attenantes avec poutres apparentes, sur terrain de 721 m2, divisible en 2 parcelles.,Référence annonce : VMA10003637,Les honoraires sont à la charge du vendeur",,1563917918.697503,1561357920.0,420000,4242.424242424242,3,31664354300044,99,29.62961455443391,Maison 3 pièces 99 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1580144429.htm/,38180
Seyssins,D,"Exceptionnelle villa au village de Seyssins : volumes, vue, cachet, 5 chambres,SEYSSINS Village, superbe villa individuelle entièrement refaite avec beaucoup de charme et des prestations haut de gamme. Pièce de vie de 50 m² ouverte sur terrasse Est et jardin Sud, cuisine moderne entièrement équipée, 4 chambres dont une suite parentale avec salle de bain balnéo et dressing, bureau. Possibilité d'une chambre supplémentaire ou d'un espace professionnel. Jardin clos et paysager de 630 m² avec piscine. Nombreuses dépendances. A découvrir sans tarder! Maison rare à la vente, proche des commerces, écoles et transports en commun.,Référence annonce : 4210-3695604,Les honoraires sont à la charge du vendeur",D,1563917920.176441,1561713600.0,640000,3535.9116022099447,7,82048228900015,181,25.512965005103638,Villa 7 pièces 181 m²,Maison,https://www.leboncoin.fr/ventes_immobilieres/1582620862.htm/,38180
